CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00708,Female,33.0,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,51.2,572.46,Yes
C06639,Male,47.0,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,21.19,726.47,No
C03949,Female,61.0,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.67,2309.72,No
C06542,Male,45.0,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,38.42,68.89,No
C06850,Female,32.0,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.82,88.73,Yes
C02884,Female,50.0,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.39,407.15,No
C02517,Female,26.0,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,61.86,3626.76,No
C04976,Female,59.0,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,50.57,2464.86,No
C01197,Male,18.0,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,46.91,226.21,Yes
C04661,Male,41.0,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,75.67,3213.39,Yes
C01508,Male,31.0,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,75.03,4856.85,Yes
C04089,Female,36.0,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,41.6,143.85,Yes
C00364,Male,29.0,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,803.86,No
C00701,Female,34.0,0,No,No,31,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.11,1857.44,No
C03116,Male,34.0,0,No,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.77,1696.87,Yes
C01252,Male,46.0,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.18,1818.31,No
C03568,Female,30.0,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.51,1526.48,No
C03673,Male,40.0,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,78.83,334.34,Yes
C06734,Male,44.0,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,48.38,343.07,No
C07240,Female,36.0,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,63.98,3914.69,No
C05948,Female,54.0,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.31,105.8,No
C05216,Male,37.0,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,47.65,3726.05,No
C03522,Male,18.0,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,65.08,701.55,No
C06715,Female,26.0,0,No,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,48.61,1477.05,No
C02445,Male,38.0,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,43.0,584.55,No
C04888,Male,26.0,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,25.76,886.04,No
C03297,Female,52.0,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.04,18.32,Yes
C00459,Male,57.0,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card,42.68,1324.62,No
C03876,Female,60.0,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,77.17,812.09,No
C06947,Female,40.0,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,36.47,1658.85,No
C00618,Male,35.0,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.71,965.71,Yes
C00582,Male,29.0,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.41,115.91,No
C06413,Male,60.0,0,Yes,No,32,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,68.51,2291.5,No
C04292,Male,18.0,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,46.76,2882.5,No
C07235,Male,35.0,0,No,No,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,35.76,2057.2,No
C00931,Female,48.0,0,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,41.0,1113.75,No
C02823,Male,26.0,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.33,1217.49,No
C05738,Female,37.0,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.75,92.22,No
C07226,Female,46.0,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.69,956.82,Yes
C06972,Female,40.0,0,No,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.69,82.81,No
C03939,Male,46.0,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,88.69,1842.46,Yes
C00001,Female,60.0,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.69,1683.87,No
C00196,Male,33.0,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.76,1686.85,No
C02005,Male,45.0,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.21,1586.81,No
C07192,Female,73.0,1,Yes,No,34,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,57.82,2059.1,No
C01942,Female,26.0,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,65.08,2375.86,Yes
C03210,Male,28.0,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,35.48,2728.04,No
C05623,Male,26.0,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,18.0,1234.61,No
C00796,Female,50.0,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,68.15,1879.69,No
C01864,Female,31.0,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.55,1263.34,Yes
C04934,Female,29.0,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,71.54,1409.03,No
C05095,Female,21.0,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,69.8,51.26,No
C01681,Male,30.0,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,58.58,697.5,No
C02141,Male,36.0,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,68.19,150.59,Yes
C03272,Female,36.0,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card,45.16,2104.5,No
C05081,Male,37.0,0,No,No,31,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,46.75,1492.92,Yes
C06869,Male,37.0,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,66.41,2816.58,No
C05072,Male,47.0,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,67.75,1858.51,No
C03581,Male,73.0,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.01,959.61,No
C04007,Female,73.0,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.26,986.83,No
C03213,Female,49.0,0,No,No,59,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,52.35,2684.84,No
C03868,Female,27.0,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,53.51,2922.72,No
C01419,Male,43.0,0,No,No,70,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card,47.47,3535.74,No
C01655,Female,55.0,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,89.09,14.12,No
C04040,Male,51.0,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,70.01,1108.41,No
C01926,Female,18.0,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.71,560.31,No
C06656,Female,30.0,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.7,3761.18,No
C04341,Female,43.0,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.41,879.49,No
C07047,Male,62.0,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,65.09,3673.84,No
C00526,Male,44.0,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,20.38,820.45,No
C02132,Male,44.0,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card,56.63,3737.79,No
C02277,Male,28.0,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,49.93,373.25,Yes
C06344,Female,49.0,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.73,1714.36,No
C02908,Female,46.0,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.45,3383.38,Yes
C00900,Female,44.0,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,62.42,2490.46,Yes
C03144,Female,49.0,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.13,2798.26,Yes
C01635,Male,37.0,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.28,568.66,No
C05809,Male,30.0,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card,71.35,3405.92,No
C00088,Male,24.0,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,60.13,391.26,Yes
C03575,Female,64.0,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,79.45,3491.74,No
C02751,Male,18.0,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,52.11,1051.525,No
C00850,Female,48.0,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,79.08,4524.48,No
C01972,Female,38.0,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,33.1,1811.49,No
C03454,Male,39.0,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,57.56,531.51,No
C00620,Male,58.0,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,54.33,2660.69,No
C06197,Male,36.0,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.46,748.48,No
C00894,Male,34.0,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.84,1593.72,Yes
C02365,Male,50.0,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.45,2794.37,No
C07206,Female,28.0,0,No,No,22,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.71,1381.32,No
C04995,Female,55.0,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,80.15,3623.48,Yes
C06586,Male,21.0,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,64.92,836.71,No
C06955,Female,57.0,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.57,3134.48,No
C04723,Male,43.0,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.13,2605.64,No
C05924,Female,60.0,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,84.45,1768.19,No
C02707,Female,38.0,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,75.17,1933.93,Yes
C03019,Female,22.0,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.0,1372.81,No
C04472,Female,42.0,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card,63.0,1542.9,Yes
C02248,Female,42.0,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,66.72,2170.16,No
C05005,Male,41.0,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.24,1261.55,No
C01211,Male,29.0,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.54,587.32,No
C00574,Male,72.0,1,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.36,1272.22,Yes
C00130,Male,36.0,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card,84.0,3473.42,No
C03532,Male,36.0,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.1,5032.88,No
C06172,Male,18.0,0,No,No,38,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,54.61,1942.61,No
C04147,Female,27.0,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.95,40.26,No
C05476,Female,53.0,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.37,78.03,Yes
C01817,Male,24.0,0,No,No,20,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,57.03,1185.35,No
C01663,Male,45.0,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card,49.47,1886.87,No
C06131,Male,38.0,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.95,2056.06,No
C05942,Male,38.0,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.08,1546.7,Yes
C06081,Male,68.0,1,No,No,31,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,65.23,2329.63,No
C06935,Female,56.0,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,68.29,4507.18,No
C06789,Male,46.0,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,55.15,2652.72,No
C01762,Male,47.0,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,95.77,2791.67,No
C00744,Female,43.0,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.28,181.43,No
C04344,Female,68.0,1,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,66.53,1909.41,No
C04485,Male,49.0,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.76,909.93,Yes
C07142,Male,36.0,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.24,1336.17,Yes
C02995,Female,55.0,0,No,No,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,42.33,2402.77,No
C03854,Male,30.0,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,60.83,1210.51,Yes
C04239,Female,47.0,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,87.73,146.61,Yes
C06739,Male,18.0,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,55.72,2603.74,No
C06502,Male,50.0,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.53,1700.47,Yes
C03585,Female,23.0,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,60.89,1898.55,No
C07170,Male,58.0,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,45.23,1193.12,Yes
C05970,Male,46.0,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,30.85,1509.85,No
C02869,Male,18.0,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.61,2240.05,No
C01373,Female,50.0,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer,68.17,4262.14,Yes
C05494,Male,45.0,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.36,1013.48,Yes
C04583,Male,39.0,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,68.97,1414.25,No
C07124,Female,30.0,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,68.53,479.9,Yes
C00698,Female,45.0,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.19,1643.52,No
C02100,Male,18.0,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,68.55,812.67,No
C05344,Male,53.0,0,Yes,No,33,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card,62.81,2201.14,No
C00905,Female,64.0,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,54.665,1737.99,No
C05875,Female,60.0,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.1,931.49,Yes
C04893,Male,41.0,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.7,3005.47,Yes
C02102,Male,30.0,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,55.38,3107.26,Yes
C05205,Male,24.0,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,89.34,1384.57,No
C04903,Female,47.0,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,30.16,1633.12,No
C06577,Female,18.0,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.78,1257.2,Yes
C05055,Male,40.0,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,68.41,2588.82,No
C04900,Female,57.0,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,77.22,3275.4,No
C03830,Female,38.0,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,54.665,1436.41,No
C07135,Female,49.0,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,27.08,1173.05,No
C03409,Male,18.0,0,Yes,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.53,899.49,No
C01314,Female,19.0,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,77.0,3394.12,Yes
C02740,Female,45.0,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,32.79,484.15,No
C05606,Female,23.0,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,44.01,363.39,Yes
C01183,Female,43.0,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.92,430.37,Yes
C05806,Male,64.0,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,1116.65,No
C03511,Male,23.0,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,41.13,791.59,Yes
C03018,Male,39.0,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.92,1391.63,No
C05461,Female,44.0,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.18,2751.76,Yes
C06092,Female,18.0,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer,65.05,1392.57,No
C03972,Female,23.0,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,85.13,118.63,No
C03726,Male,27.0,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.26,627.56,Yes
C06094,Male,71.0,1,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card,67.19,810.71,Yes
C00315,Male,58.0,0,Yes,Yes,56,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,49.88,2643.34,No
C02198,Male,28.0,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,69.32499999999999,2192.48,Yes
C04001,Male,62.0,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.81,1858.7,Yes
C04275,Female,43.0,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,72.02,5366.55,No
C02623,Male,54.0,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.41,58.04,No
C04446,Male,48.0,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,66.21,2341.08,No
C02289,Female,36.0,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,75.83,3378.29,No
C01883,Male,52.0,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,65.64,1190.58,No
C06237,Male,18.0,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,87.11,4638.65,No
C07024,Male,32.0,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer,70.7,2980.92,No
C03626,Female,43.0,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,46.92,1288.19,No
C03192,Male,33.0,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,66.87,461.35,No
C04806,Male,35.0,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,46.49,803.57,No
C06822,Female,34.0,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,61.06,1267.03,No
C04865,Female,42.0,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,50.12,1128.29,No
C04877,Male,41.0,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.92,384.28,No
C03135,Male,18.0,0,No,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.31,1175.83,Yes
C04208,Male,31.0,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,45.16,936.23,No
C03789,Male,32.0,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,77.92,4594.7,No
C04217,Male,41.0,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.53,2579.83,No
